transaction_id,customer_id,product_id,transaction_date,quantity,total_revenue,total_cost,region,payment_method
TRX002274,CUST0054,PROD0018,2023-03-24,1,1551.42,616.34,Ashanti,Bank Transfer
TRX002275,CUST0090,PROD0041,2024-04-30,5,4754.7,1850.05,Western,Cash
TRX002276,CUST0015,PROD0020,2024-08-27,7,3289.02,2542.26,Central,Mobile Money
TRX002277,CUST0155,PROD0036,2024-07-23,2,1882.36,827.24,Volta,Mobile Money
TRX002278,CUST0042,PROD0007,2024-03-16,5,8954.85,3732.6,Greater Accra,Mobile Money
TRX002279,CUST0040,PROD0013,2025-09-05,1,1210.69,671.47,Upper West,Mobile Money
TRX002280,CUST0181,PROD0009,2023-11-24,2,1409.36,608.58,Upper West,Bank Transfer
TRX002281,CUST0012,PROD0049,2025-05-14,3,2183.25,1607.13,Northern,Bank Transfer
TRX002282,CUST0186,PROD0046,2025-06-06,2,475.62,230.74,Eastern,Cash
TRX002283,CUST0005,PROD0032,2024-02-24,7,890.68,793.94,Greater Accra,Cash
TRX002284,CUST0098,PROD0018,2024-01-03,6,9308.52,3698.04,Volta,Cash
TRX002285,CUST0184,PROD0036,2024-04-03,5,4705.9,2068.1,Bono,Bank Transfer
TRX002286,CUST0075,PROD0007,2025-03-22,4,7163.88,2986.08,Greater Accra,Bank Transfer
TRX002287,CUST0096,PROD0033,2024-04-23,4,2252.6,1134.88,Central,Bank Transfer
TRX002288,CUST0064,PROD0042,2021-09-22,2,1263.76,793.26,Central,Mobile Money
TRX002289,CUST0170,PROD0020,2024-02-08,2,939.72,726.36,Ashanti,Mobile Money
TRX002290,CUST0139,PROD0036,2022-09-23,4,3764.72,1654.48,Ashanti,Cash
TRX002291,CUST0121,PROD0038,2025-07-04,5,8716.1,3452.9,Upper West,Bank Transfer
TRX002292,CUST0197,PROD0050,2024-04-15,5,916.65,789.35,Eastern,Cash
TRX002293,CUST0103,PROD0003,2024-09-06,5,3691.5,2746.8,Volta,Mobile Money
TRX002294,CUST0030,PROD0034,2022-09-26,5,2782.1,1584.15,Upper West,Mobile Money
TRX002295,CUST0023,PROD0038,2025-02-03,4,6972.88,2762.32,Northern,Bank Transfer
TRX002296,CUST0006,PROD0031,2024-11-23,2,1603.24,1129.48,Western,Card
TRX002297,CUST0091,PROD0009,2024-05-02,2,1409.36,608.58,Eastern,Mobile Money
TRX002298,CUST0199,PROD0007,2024-02-22,2,3581.94,1493.04,Upper West,Cheque
TRX002299,CUST0172,PROD0023,2025-09-30,4,3250.96,1985.64,Ashanti,Bank Transfer
TRX002300,CUST0024,PROD0044,2022-10-20,4,337.88,261.24,Greater Accra,Cash
TRX002301,CUST0095,PROD0029,2025-08-12,5,637.55,557.7,Volta,Mobile Money
TRX002302,CUST0039,PROD0036,2022-09-17,3,2823.54,1240.86,Northern,Bank Transfer
TRX002303,CUST0138,PROD0032,2022-09-09,5,636.2,567.1,Bono,Mobile Money
TRX002304,CUST0124,PROD0013,2025-01-13,2,2421.38,1342.94,Volta,Cheque
TRX002305,CUST0103,PROD0048,2025-07-21,2,2600.34,1435.9,Volta,Card
TRX002306,CUST0168,PROD0025,2025-07-08,6,5672.94,2511.84,Volta,Bank Transfer
TRX002307,CUST0058,PROD0014,2024-11-30,2,1011.1,669.56,Eastern,Mobile Money
TRX002308,CUST0023,PROD0012,2022-11-20,1,1834.02,776.08,Northern,Card
TRX002309,CUST0183,PROD0026,2025-07-03,3,2986.14,1255.59,Volta,Mobile Money
TRX002310,CUST0103,PROD0024,2025-09-08,1,200.79,95.28,Volta,Bank Transfer
TRX002311,CUST0115,PROD0006,2025-09-25,3,2553.06,1478.01,Northern,Mobile Money
TRX002312,CUST0050,PROD0019,2025-04-30,5,5004.95,3402.35,Volta,Mobile Money
TRX002313,CUST0088,PROD0035,2021-10-15,2,2348.6,1447.62,Ashanti,Mobile Money
TRX002314,CUST0056,PROD0047,2022-08-27,4,968.44,598.36,Ashanti,Mobile Money
TRX002315,CUST0150,PROD0043,2025-03-07,4,2970.36,2034.2,Bono,Bank Transfer
TRX002316,CUST0017,PROD0016,2025-09-20,6,10158.0,3907.56,Volta,Cheque
TRX002317,CUST0162,PROD0033,2023-09-17,3,1689.45,851.16,Upper West,Mobile Money
TRX002318,CUST0012,PROD0039,2025-02-16,3,910.71,365.76,Northern,Mobile Money
TRX002319,CUST0009,PROD0016,2024-08-01,4,6772.0,2605.04,Bono,Mobile Money
TRX002320,CUST0043,PROD0003,2024-03-21,5,3691.5,2746.8,Western,Card
TRX002321,CUST0118,PROD0030,2023-09-01,4,4916.4,2421.32,Upper East,Mobile Money
TRX002322,CUST0052,PROD0035,2025-01-30,3,3522.9,2171.43,Upper East,Mobile Money
TRX002323,CUST0115,PROD0006,2024-03-03,5,4255.1,2463.35,Northern,Mobile Money
TRX002324,CUST0100,PROD0027,2024-01-07,6,5169.24,2662.62,Volta,Card
TRX002325,CUST0030,PROD0006,2024-12-02,2,1702.04,985.34,Upper West,Mobile Money
TRX002326,CUST0089,PROD0026,2024-03-27,5,4976.9,2092.65,Upper East,Mobile Money
TRX002327,CUST0003,PROD0049,2024-11-28,4,2911.0,2142.84,Central,Mobile Money
TRX002328,CUST0012,PROD0018,2025-04-14,5,7757.1,3081.7,Northern,Mobile Money
TRX002329,CUST0165,PROD0036,2024-04-22,8,7529.44,3308.96,Upper West,Cash
TRX002330,CUST0168,PROD0023,2025-07-19,5,4063.7,2482.05,Volta,Bank Transfer
TRX002331,CUST0144,PROD0024,2025-10-07,2,401.58,190.56,Western,Mobile Money
TRX002332,CUST0022,PROD0044,2024-11-21,10,844.7,653.1,Upper West,Card
TRX002333,CUST0187,PROD0050,2025-08-16,4,733.32,631.48,Bono,Mobile Money
TRX002334,CUST0098,PROD0031,2023-08-01,6,4809.72,3388.44,Volta,Cash
TRX002335,CUST0135,PROD0025,2024-05-04,8,7563.92,3349.12,Western,Mobile Money
TRX002336,CUST0135,PROD0028,2025-08-02,6,7181.82,4211.64,Western,Bank Transfer
TRX002337,CUST0075,PROD0038,2024-07-10,2,3486.44,1381.16,Greater Accra,Mobile Money
TRX002338,CUST0090,PROD0048,2025-08-12,2,2600.34,1435.9,Western,Card
TRX002339,CUST0133,PROD0029,2023-12-13,6,765.06,669.24,Northern,Mobile Money
TRX002340,CUST0038,PROD0016,2025-09-27,5,8465.0,3256.3,Volta,Mobile Money
TRX002341,CUST0181,PROD0004,2022-08-25,6,10210.74,4375.14,Upper West,Bank Transfer
TRX002342,CUST0001,PROD0021,2023-07-28,1,1534.01,763.47,Eastern,Mobile Money
TRX002343,CUST0002,PROD0046,2023-04-19,2,475.62,230.74,Bono,Card
TRX002344,CUST0007,PROD0008,2025-01-11,4,186.64,163.8,Ashanti,Mobile Money
TRX002345,CUST0048,PROD0023,2024-07-29,3,2438.22,1489.23,Western,Bank Transfer
TRX002346,CUST0126,PROD0035,2024-03-11,2,2348.6,1447.62,Northern,Bank Transfer
TRX002347,CUST0093,PROD0049,2024-12-09,3,2183.25,1607.13,Northern,Bank Transfer
TRX002348,CUST0113,PROD0024,2024-08-13,2,401.58,190.56,Northern,Cash
TRX002349,CUST0173,PROD0043,2024-11-28,4,2970.36,2034.2,Upper West,Mobile Money
TRX002350,CUST0130,PROD0019,2023-07-23,3,3002.97,2041.41,Western,Bank Transfer
TRX002351,CUST0177,PROD0012,2024-05-21,4,7336.08,3104.32,Volta,Mobile Money
TRX002352,CUST0099,PROD0038,2025-02-17,4,6972.88,2762.32,Eastern,Bank Transfer
TRX002353,CUST0132,PROD0008,2024-02-24,2,93.32,81.9,Greater Accra,Mobile Money
TRX002354,CUST0157,PROD0026,2025-01-07,3,2986.14,1255.59,Eastern,Bank Transfer
TRX002355,CUST0024,PROD0045,2024-05-08,4,567.24,427.2,Greater Accra,Mobile Money
TRX002356,CUST0064,PROD0023,2023-04-11,4,3250.96,1985.64,Central,Cash
TRX002357,CUST0106,PROD0030,2025-01-15,5,6145.5,3026.65,Ashanti,Bank Transfer
TRX002358,CUST0041,PROD0018,2022-03-14,4,6205.68,2465.36,Upper East,Cash
TRX002359,CUST0170,PROD0036,2025-08-21,7,6588.26,2895.34,Ashanti,Mobile Money
TRX002360,CUST0180,PROD0047,2025-02-28,4,968.44,598.36,Upper East,Mobile Money
TRX002361,CUST0114,PROD0014,2024-06-28,3,1516.65,1004.34,Greater Accra,Cash
TRX002362,CUST0143,PROD0009,2024-02-03,3,2114.04,912.87,Volta,Bank Transfer
TRX002363,CUST0188,PROD0008,2025-08-10,3,139.98,122.85,Eastern,Card
TRX002364,CUST0158,PROD0041,2023-08-16,2,1901.88,740.02,Bono,Cash
TRX002365,CUST0063,PROD0003,2024-05-17,5,3691.5,2746.8,Greater Accra,Bank Transfer
TRX002366,CUST0033,PROD0004,2025-05-23,2,3403.58,1458.38,Bono,Cash
TRX002367,CUST0062,PROD0014,2025-05-24,5,2527.75,1673.9,Northern,Mobile Money
TRX002368,CUST0177,PROD0022,2023-06-05,3,1180.89,560.31,Volta,Card
TRX002369,CUST0179,PROD0036,2024-02-24,5,4705.9,2068.1,Upper East,Mobile Money
TRX002370,CUST0142,PROD0003,2025-06-11,3,2214.9,1648.08,Ashanti,Mobile Money
TRX002371,CUST0151,PROD0049,2023-08-04,4,2911.0,2142.84,Northern,Cash
TRX002372,CUST0015,PROD0010,2023-12-26,2,2094.16,1579.76,Central,Cash
TRX002373,CUST0199,PROD0026,2024-02-18,3,2986.14,1255.59,Upper West,Mobile Money
TRX002374,CUST0110,PROD0022,2025-05-14,6,2361.78,1120.62,Ashanti,Cash
TRX002375,CUST0133,PROD0006,2024-04-22,3,2553.06,1478.01,Northern,Bank Transfer
TRX002376,CUST0193,PROD0019,2024-10-22,8,8007.92,5443.76,Ashanti,Card
TRX002377,CUST0059,PROD0039,2023-06-01,9,2732.13,1097.28,Volta,Cheque
TRX002378,CUST0028,PROD0036,2025-10-10,4,3764.72,1654.48,Greater Accra,Bank Transfer
TRX002379,CUST0022,PROD0024,2025-09-18,3,602.37,285.84,Upper West,Cheque
TRX002380,CUST0145,PROD0015,2024-03-15,5,597.1,249.1,Upper East,Mobile Money
TRX002381,CUST0103,PROD0010,2024-05-10,2,2094.16,1579.76,Volta,Mobile Money
TRX002382,CUST0044,PROD0042,2024-09-22,2,1263.76,793.26,Greater Accra,Bank Transfer
TRX002383,CUST0072,PROD0011,2022-12-04,6,4786.68,2863.98,Bono,Mobile Money
TRX002384,CUST0108,PROD0033,2024-09-29,10,5631.5,2837.2,Upper East,Cash
TRX002385,CUST0175,PROD0039,2025-09-27,3,910.71,365.76,Upper East,Mobile Money
TRX002386,CUST0138,PROD0026,2021-12-13,4,3981.52,1674.12,Bono,Mobile Money
TRX002387,CUST0073,PROD0031,2023-12-01,2,1603.24,1129.48,Northern,Bank Transfer
TRX002388,CUST0101,PROD0029,2024-05-12,6,765.06,669.24,Volta,Mobile Money
TRX002389,CUST0096,PROD0031,2023-05-23,1,801.62,564.74,Central,Card
TRX002390,CUST0144,PROD0043,2023-08-23,1,742.59,508.55,Western,Cheque
TRX002391,CUST0199,PROD0024,2023-07-18,1,200.79,95.28,Upper West,Bank Transfer
TRX002392,CUST0048,PROD0004,2024-07-13,2,3403.58,1458.38,Western,Card
TRX002393,CUST0090,PROD0043,2024-03-30,4,2970.36,2034.2,Western,Mobile Money
TRX002394,CUST0008,PROD0022,2024-05-03,4,1574.52,747.08,Upper West,Bank Transfer
TRX002395,CUST0094,PROD0039,2022-10-01,3,910.71,365.76,Volta,Card
TRX002396,CUST0180,PROD0004,2025-07-25,5,8508.95,3645.95,Upper East,Cash
TRX002397,CUST0046,PROD0048,2023-11-26,3,3900.51,2153.85,Eastern,Mobile Money
TRX002398,CUST0024,PROD0045,2023-04-13,3,425.43,320.4,Greater Accra,Cash
TRX002399,CUST0130,PROD0044,2024-06-21,3,253.41,195.93,Western,Bank Transfer
TRX002400,CUST0155,PROD0047,2025-03-31,4,968.44,598.36,Volta,Bank Transfer
TRX002401,CUST0097,PROD0006,2025-04-16,7,5957.14,3448.69,Bono,Mobile Money
TRX002402,CUST0130,PROD0023,2024-09-14,3,2438.22,1489.23,Western,Bank Transfer
TRX002403,CUST0175,PROD0022,2025-04-24,5,1968.15,933.85,Upper East,Cash
TRX002404,CUST0022,PROD0045,2024-08-06,4,567.24,427.2,Upper West,Mobile Money
TRX002405,CUST0098,PROD0016,2025-01-31,4,6772.0,2605.04,Volta,Bank Transfer
TRX002406,CUST0089,PROD0011,2025-09-05,4,3191.12,1909.32,Upper East,Bank Transfer
TRX002407,CUST0017,PROD0020,2024-09-04,5,2349.3,1815.9,Volta,Mobile Money
TRX002408,CUST0158,PROD0050,2023-03-26,4,733.32,631.48,Bono,Bank Transfer
TRX002409,CUST0012,PROD0019,2025-03-03,3,3002.97,2041.41,Northern,Mobile Money
TRX002410,CUST0034,PROD0047,2025-06-15,3,726.33,448.77,Greater Accra,Mobile Money
TRX002411,CUST0186,PROD0050,2025-01-22,6,1099.98,947.22,Eastern,Cash
TRX002412,CUST0085,PROD0006,2024-09-14,8,6808.16,3941.36,Upper East,Mobile Money
TRX002413,CUST0169,PROD0040,2024-08-09,4,2357.36,1584.92,Western,Cash
TRX002414,CUST0082,PROD0004,2023-10-11,3,5105.37,2187.57,Western,Mobile Money
TRX002415,CUST0181,PROD0031,2024-04-03,1,801.62,564.74,Upper West,Mobile Money
TRX002416,CUST0025,PROD0006,2025-06-25,1,851.02,492.67,Eastern,Cash
TRX002417,CUST0060,PROD0012,2024-08-10,2,3668.04,1552.16,Western,Mobile Money
TRX002418,CUST0018,PROD0019,2024-09-11,6,6005.94,4082.82,Central,Mobile Money
TRX002419,CUST0032,PROD0026,2022-11-27,2,1990.76,837.06,Ashanti,Mobile Money
TRX002420,CUST0194,PROD0018,2025-09-18,1,1551.42,616.34,Upper East,Bank Transfer
TRX002421,CUST0049,PROD0022,2022-10-07,3,1180.89,560.31,Ashanti,Bank Transfer
TRX002422,CUST0088,PROD0005,2025-10-02,5,8317.6,3800.45,Ashanti,Mobile Money
TRX002423,CUST0081,PROD0035,2025-10-13,1,1174.3,723.81,Upper East,Mobile Money
TRX002424,CUST0026,PROD0019,2024-01-11,2,2001.98,1360.94,Western,Mobile Money
TRX002425,CUST0086,PROD0009,2022-07-12,4,2818.72,1217.16,Volta,Mobile Money
TRX002426,CUST0145,PROD0040,2023-11-06,2,1178.68,792.46,Upper East,Mobile Money
TRX002427,CUST0058,PROD0029,2024-07-04,8,1020.08,892.32,Eastern,Mobile Money
TRX002428,CUST0112,PROD0027,2023-11-28,3,2584.62,1331.31,Ashanti,Card
TRX002429,CUST0153,PROD0008,2025-01-17,2,93.32,81.9,Upper West,Bank Transfer
TRX002430,CUST0170,PROD0039,2025-05-06,2,607.14,243.84,Ashanti,Bank Transfer
TRX002431,CUST0103,PROD0019,2022-10-07,5,5004.95,3402.35,Volta,Mobile Money
TRX002432,CUST0080,PROD0011,2022-06-23,4,3191.12,1909.32,Eastern,Mobile Money
TRX002433,CUST0080,PROD0026,2024-04-18,3,2986.14,1255.59,Eastern,Card
TRX002434,CUST0187,PROD0039,2025-04-30,2,607.14,243.84,Bono,Mobile Money
TRX002435,CUST0111,PROD0011,2022-03-16,4,3191.12,1909.32,Volta,Cheque
TRX002436,CUST0097,PROD0026,2024-08-15,4,3981.52,1674.12,Bono,Bank Transfer
TRX002437,CUST0039,PROD0041,2021-12-20,4,3803.76,1480.04,Northern,Card
TRX002438,CUST0164,PROD0047,2023-08-14,3,726.33,448.77,Greater Accra,Mobile Money
TRX002439,CUST0050,PROD0002,2025-09-17,6,3495.96,1506.42,Volta,Mobile Money
TRX002440,CUST0043,PROD0002,2025-04-20,3,1747.98,753.21,Western,Bank Transfer
TRX002441,CUST0061,PROD0039,2024-09-01,5,1517.85,609.6,Upper West,Mobile Money
TRX002442,CUST0026,PROD0015,2024-08-17,3,358.26,149.46,Western,Mobile Money
TRX002443,CUST0181,PROD0030,2022-05-23,187,229841.7,113196.71,Upper West,Mobile Money
TRX002444,CUST0042,PROD0011,2025-02-15,4,3191.12,1909.32,Greater Accra,Mobile Money
TRX002445,CUST0031,PROD0031,2025-09-09,9,7214.58,5082.66,Eastern,Bank Transfer
TRX002446,CUST0186,PROD0029,2024-05-12,5,637.55,557.7,Eastern,Card
TRX002447,CUST0118,PROD0008,2024-10-04,6,279.96,245.7,Upper East,Bank Transfer
TRX002448,CUST0006,PROD0037,2023-06-18,1,651.11,320.25,Western,Cash
TRX002449,CUST0158,PROD0024,2025-07-15,2,401.58,190.56,Bono,Card
TRX002450,CUST0137,PROD0003,2024-06-27,7,5168.1,3845.52,Upper East,Bank Transfer
TRX002451,CUST0023,PROD0005,2023-05-25,9,14971.68,6840.81,Northern,Bank Transfer
TRX002452,CUST0110,PROD0039,2025-01-01,5,1517.85,609.6,Ashanti,Card
TRX002453,CUST0082,PROD0042,2024-03-07,7,4423.16,2776.41,Western,Mobile Money
TRX002454,CUST0118,PROD0026,2025-04-01,2,1990.76,837.06,Upper East,Bank Transfer
TRX002455,CUST0129,PROD0040,2023-05-25,3,1768.02,1188.69,Ashanti,Cash
TRX002456,CUST0118,PROD0031,2023-08-24,8,6412.96,4517.92,Upper East,Bank Transfer
TRX002457,CUST0022,PROD0048,2024-06-15,7,9101.19,5025.65,Upper West,Cash
TRX002458,CUST0040,PROD0007,2023-02-26,3,5372.91,2239.56,Upper West,Mobile Money
TRX002459,CUST0034,PROD0029,2023-06-26,6,765.06,669.24,Greater Accra,Mobile Money
TRX002460,CUST0131,PROD0009,2024-09-30,5,3523.4,1521.45,Greater Accra,Mobile Money
TRX002461,CUST0059,PROD0034,2025-01-15,1,556.42,316.83,Volta,Mobile Money
TRX002462,CUST0050,PROD0049,2025-01-20,3,2183.25,1607.13,Volta,Cash
TRX002463,CUST0103,PROD0015,2022-05-31,5,597.1,249.1,Volta,Cheque
TRX002464,CUST0056,PROD0041,2024-02-07,2,1901.88,740.02,Ashanti,Mobile Money
TRX002465,CUST0163,PROD0015,2025-05-20,3,358.26,149.46,Ashanti,Mobile Money
TRX002466,CUST0149,PROD0020,2025-06-04,9,4228.74,3268.62,Western,Card
TRX002467,CUST0071,PROD0010,2022-07-20,4,4188.32,3159.52,Upper West,Bank Transfer
TRX002468,CUST0067,PROD0026,2025-03-31,3,2986.14,1255.59,Eastern,Mobile Money
TRX002469,CUST0193,PROD0017,2024-02-13,4,6165.44,3189.32,Ashanti,Bank Transfer
TRX002470,CUST0151,PROD0011,2023-03-27,2,1595.56,954.66,Northern,Mobile Money
TRX002471,CUST0011,PROD0003,2024-02-01,3,2214.9,1648.08,Volta,Cheque
TRX002472,CUST0047,PROD0008,2024-04-01,4,186.64,163.8,Greater Accra,Mobile Money
TRX002473,CUST0131,PROD0025,2025-09-20,6,5672.94,2511.84,Greater Accra,Card
TRX002474,CUST0195,PROD0022,2025-02-12,5,1968.15,933.85,Northern,Mobile Money
TRX002475,CUST0122,PROD0037,2025-06-05,3,1953.33,960.75,Volta,Cash
TRX002476,CUST0177,PROD0014,2023-09-30,2,1011.1,669.56,Volta,Bank Transfer
TRX002477,CUST0174,PROD0004,2023-03-18,1,1701.79,729.19,Central,Mobile Money
TRX002478,CUST0131,PROD0011,2023-10-09,3,2393.34,1431.99,Greater Accra,Cash
TRX002479,CUST0021,PROD0049,2021-10-22,4,2911.0,2142.84,Volta,Mobile Money
TRX002480,CUST0175,PROD0019,2025-06-04,3,3002.97,2041.41,Upper East,Mobile Money
TRX002481,CUST0010,PROD0038,2025-06-16,3,5229.66,2071.74,Central,Mobile Money
TRX002482,CUST0052,PROD0029,2022-04-14,6,765.06,669.24,Upper East,Cash
TRX002483,CUST0181,PROD0048,2021-07-12,4,5200.68,2871.8,Upper West,Mobile Money
TRX002484,CUST0069,PROD0004,2021-08-08,4,6807.16,2916.76,Central,Card
TRX002485,CUST0043,PROD0019,2025-05-24,3,3002.97,2041.41,Western,Bank Transfer
TRX002486,CUST0087,PROD0003,2025-02-24,4,2953.2,2197.44,Central,Bank Transfer
TRX002487,CUST0006,PROD0030,2025-06-07,4,4916.4,2421.32,Western,Bank Transfer
TRX002488,CUST0152,PROD0013,2025-07-26,4,4842.76,2685.88,Northern,Mobile Money
TRX002489,CUST0043,PROD0033,2025-01-15,5,2815.75,1418.6,Western,Card
TRX002490,CUST0191,PROD0001,2023-09-19,148,157827.2,82885.92,Western,Cash
TRX002491,CUST0147,PROD0006,2024-11-28,4,3404.08,1970.68,Volta,Card
TRX002492,CUST0116,PROD0021,2024-09-24,5,7670.05,3817.35,Upper West,Mobile Money
TRX002493,CUST0112,PROD0026,2025-06-09,4,3981.52,1674.12,Ashanti,Cheque
TRX002494,CUST0044,PROD0028,2023-04-30,2,2393.94,1403.88,Greater Accra,Mobile Money
TRX002495,CUST0086,PROD0015,2022-07-12,3,358.26,149.46,Volta,Bank Transfer
TRX002496,CUST0081,PROD0031,2024-01-10,3,2404.86,1694.22,Upper East,Card
TRX002497,CUST0114,PROD0002,2025-07-09,4,2330.64,1004.28,Greater Accra,Cash
TRX002498,CUST0036,PROD0032,2025-01-30,3,381.72,340.26,Bono,Bank Transfer
TRX002499,CUST0066,PROD0009,2024-01-28,2,1409.36,608.58,Volta,Bank Transfer
TRX002500,CUST0133,PROD0049,2023-09-02,10,7277.5,5357.1,Northern,Mobile Money
TRX002501,CUST0155,PROD0043,2022-04-01,6,4455.54,3051.3,Volta,Mobile Money
TRX002502,CUST0089,PROD0002,2025-09-23,3,1747.98,753.21,Upper East,Bank Transfer
TRX002503,CUST0071,PROD0046,2021-12-26,4,951.24,461.48,Upper West,Bank Transfer
TRX002504,CUST0019,PROD0031,2024-12-10,5,4008.1,2823.7,Bono,Mobile Money
TRX002505,CUST0144,PROD0049,2024-07-31,4,2911.0,2142.84,Western,Cash
TRX002506,CUST0098,PROD0012,2023-05-22,5,9170.1,3880.4,Volta,Mobile Money
TRX002507,CUST0096,PROD0039,2025-05-09,1,303.57,121.92,Central,Mobile Money
TRX002508,CUST0012,PROD0002,2025-08-01,2,1165.32,502.14,Northern,Mobile Money
TRX002509,CUST0183,PROD0006,2024-03-29,2,1702.04,985.34,Volta,Mobile Money
TRX002510,CUST0088,PROD0014,2024-02-23,2,1011.1,669.56,Ashanti,Mobile Money
TRX002511,CUST0164,PROD0047,2025-08-31,4,968.44,598.36,Greater Accra,Mobile Money
TRX002512,CUST0010,PROD0017,2024-05-08,3,4624.08,2391.99,Central,Cash
TRX002513,CUST0062,PROD0029,2024-05-08,5,637.55,557.7,Northern,Bank Transfer
TRX002514,CUST0105,PROD0006,2024-12-28,1,851.02,492.67,Greater Accra,Mobile Money
TRX002515,CUST0108,PROD0040,2022-10-27,6,3536.04,2377.38,Upper East,Mobile Money
TRX002516,CUST0188,PROD0005,2024-05-03,63,104801.76,47885.67,Eastern,Cash
TRX002517,CUST0043,PROD0015,2023-09-24,7,835.94,348.74,Western,Cash
TRX002518,CUST0064,PROD0010,2023-12-03,3,3141.24,2369.64,Central,Bank Transfer
TRX002519,CUST0028,PROD0030,2025-05-23,4,4916.4,2421.32,Greater Accra,Mobile Money
TRX002520,CUST0055,PROD0009,2023-06-15,2,1409.36,608.58,Upper West,Mobile Money
TRX002521,CUST0058,PROD0018,2024-01-19,1,1551.42,616.34,Eastern,Cash
TRX002522,CUST0037,PROD0011,2022-08-03,6,4786.68,2863.98,Central,Cash
TRX002523,CUST0096,PROD0016,2025-08-17,4,6772.0,2605.04,Central,Mobile Money
TRX002524,CUST0074,PROD0037,2024-05-12,4,2604.44,1281.0,Volta,Card
TRX002525,CUST0083,PROD0045,2022-12-07,5,709.05,534.0,Ashanti,Mobile Money
TRX002526,CUST0042,PROD0015,2024-11-09,3,358.26,149.46,Greater Accra,Mobile Money
TRX002527,CUST0035,PROD0025,2022-12-04,4,3781.96,1674.56,Upper West,Bank Transfer
TRX002528,CUST0165,PROD0017,2025-08-13,2,3082.72,1594.66,Upper West,Cash
TRX002529,CUST0111,PROD0039,2022-03-03,7,2124.99,853.44,Volta,Cash
TRX002530,CUST0130,PROD0023,2021-02-13,3,2438.22,1489.23,Western,Cash
TRX002531,CUST0199,PROD0016,2023-04-19,7,11851.0,4558.82,Upper West,Bank Transfer
TRX002532,CUST0154,PROD0019,2023-04-16,5,5004.95,3402.35,Northern,Bank Transfer
TRX002533,CUST0192,PROD0023,2023-04-14,4,3250.96,1985.64,Upper East,Bank Transfer
TRX002534,CUST0044,PROD0022,2024-01-28,4,1574.52,747.08,Greater Accra,Mobile Money
TRX002535,CUST0127,PROD0007,2024-01-03,6,10745.82,4479.12,Central,Cash
TRX002536,CUST0003,PROD0042,2025-05-22,4,2527.52,1586.52,Central,Mobile Money
TRX002537,CUST0194,PROD0018,2024-11-08,4,6205.68,2465.36,Upper East,Card
TRX002538,CUST0195,PROD0049,2024-12-05,198,144094.5,106070.58,Northern,Mobile Money
TRX002539,CUST0156,PROD0030,2022-01-26,5,6145.5,3026.65,Upper East,Mobile Money
TRX002540,CUST0052,PROD0039,2024-05-20,1,303.57,121.92,Upper East,Bank Transfer
TRX002541,CUST0100,PROD0050,2023-04-29,2,366.66,315.74,Volta,Bank Transfer
TRX002542,CUST0006,PROD0018,2025-07-22,2,3102.84,1232.68,Western,Bank Transfer
TRX002543,CUST0188,PROD0032,2023-06-26,3,381.72,340.26,Eastern,Card
TRX002544,CUST0128,PROD0013,2024-08-14,4,4842.76,2685.88,Central,Mobile Money
TRX002545,CUST0099,PROD0046,2023-11-08,6,1426.86,692.22,Eastern,Cash
TRX002546,CUST0073,PROD0048,2025-04-02,8,10401.36,5743.6,Northern,Bank Transfer
TRX002547,CUST0057,PROD0027,2024-08-15,6,5169.24,2662.62,Eastern,Card
TRX002548,CUST0185,PROD0034,2023-09-20,7,3894.94,2217.81,Volta,Card
TRX002549,CUST0087,PROD0016,2025-01-17,5,8465.0,3256.3,Central,Mobile Money
TRX002550,CUST0036,PROD0041,2024-03-14,2,1901.88,740.02,Bono,Card
TRX002551,CUST0146,PROD0003,2025-05-17,2,1476.6,1098.72,Upper West,Cash
TRX002552,CUST0002,PROD0015,2021-05-12,2,238.84,99.64,Bono,Cash
TRX002553,CUST0181,PROD0013,2023-02-09,4,4842.76,2685.88,Upper West,Cheque
TRX002554,CUST0063,PROD0040,2025-07-01,2,1178.68,792.46,Greater Accra,Card
TRX002555,CUST0146,PROD0018,2024-02-05,4,6205.68,2465.36,Upper West,Bank Transfer
TRX002556,CUST0178,PROD0015,2022-10-23,6,716.52,298.92,Western,Cash
TRX002557,CUST0181,PROD0011,2025-02-12,4,3191.12,1909.32,Upper West,Mobile Money
TRX002558,CUST0056,PROD0022,2022-08-25,3,1180.89,560.31,Ashanti,Card
TRX002559,CUST0199,PROD0004,2025-09-17,3,5105.37,2187.57,Upper West,Mobile Money
TRX002560,CUST0142,PROD0016,2023-10-04,3,5079.0,1953.78,Ashanti,Card
TRX002561,CUST0121,PROD0042,2025-10-12,1,631.88,396.63,Upper West,Mobile Money
TRX002562,CUST0049,PROD0006,2025-05-19,8,6808.16,3941.36,Ashanti,Bank Transfer
TRX002563,CUST0148,PROD0022,2025-02-28,2,787.26,373.54,Central,Card
TRX002564,CUST0039,PROD0015,2024-12-25,6,716.52,298.92,Northern,Mobile Money
TRX002565,CUST0058,PROD0009,2025-10-02,4,2818.72,1217.16,Eastern,Cash
TRX002566,CUST0001,PROD0015,2025-05-28,3,358.26,149.46,Eastern,Mobile Money
TRX002567,CUST0085,PROD0047,2024-11-10,5,1210.55,747.95,Upper East,Mobile Money
TRX002568,CUST0025,PROD0030,2024-09-15,5,6145.5,3026.65,Eastern,Mobile Money
TRX002569,CUST0014,PROD0005,2025-09-10,1,1663.52,760.09,Eastern,Cash
